1993.06.30,00:00,1.512,1.5135,1.4885,1.4908,2881
1993.07.01,00:00,1.4898,1.5175,1.4867,1.515,3641
1993.07.02,00:00,1.515,1.5255,1.5055,1.507,3201
1993.07.05,00:00,1.508,1.5145,1.5045,1.5105,1751
1993.07.06,00:00,1.5095,1.513,1.5015,1.504,1751
1993.07.07,00:00,1.503,1.5077,1.49,1.4955,2791
1993.07.08,00:00,1.4942,1.4995,1.489,1.497,1821
1993.07.09,00:00,1.495,1.499,1.4765,1.48,3001
1993.07.12,00:00,1.484,1.4875,1.472,1.479,2601
1993.07.13,00:00,1.478,1.4995,1.4735,1.497,3301
1993.07.14,00:00,1.4978,1.5052,1.4885,1.5025,2871
1993.07.15,00:00,1.5025,1.5035,1.4845,1.489,2451
1993.07.16,00:00,1.4905,1.4915,1.474,1.486,3051
1993.07.19,00:00,1.4845,1.5018,1.483,1.4995,2261
1993.07.20,00:00,1.4975,1.514,1.4955,1.5122,2231
1993.07.21,00:00,1.5105,1.522,1.5075,1.516,2351
1993.07.22,00:00,1.5151,1.5173,1.502,1.514,2951
1993.07.23,00:00,1.51,1.513,1.4915,1.5035,3651
1993.07.26,00:00,1.504,1.5058,1.494,1.5015,2111
1993.07.27,00:00,1.5012,1.5022,1.4868,1.4898,1941
1993.07.28,00:00,1.488,1.4975,1.4845,1.496,1801
1993.07.29,00:00,1.495,1.5015,1.48,1.48,2801
1993.07.30,00:00,1.4812,1.489,1.475,1.4815,2771
1993.08.02,00:00,1.479,1.509,1.4759,1.5013,4391
1993.08.03,00:00,1.5012,1.5095,1.494,1.5,2981
1993.08.04,00:00,1.5,1.5055,1.4975,1.501,1501
1993.08.05,00:00,1.5016,1.5047,1.4895,1.4964,2521
1993.08.06,00:00,1.4958,1.4995,1.485,1.4979,2691
1993.08.09,00:00,1.497,1.499,1.489,1.491,1401
1993.08.10,00:00,1.4908,1.4918,1.465,1.4668,2961
1993.08.11,00:00,1.4668,1.4795,1.4668,1.4725,1971
1993.08.12,00:00,1.4715,1.4782,1.4564,1.465,3711
1993.08.13,00:00,1.465,1.4705,1.455,1.459,2501
1993.08.16,00:00,1.46,1.494,1.4595,1.491,3801
1993.08.17,00:00,1.4885,1.497,1.4844,1.488,2471
1993.08.18,00:00,1.4882,1.5183,1.4845,1.515,4081
1993.08.19,00:00,1.5147,1.5215,1.5,1.5045,3281
1993.08.20,00:00,1.5045,1.518,1.4985,1.515,2851
1993.08.23,00:00,1.5145,1.519,1.5,1.505,2851
1993.08.24,00:00,1.505,1.506,1.492,1.4985,2151
1993.08.25,00:00,1.4978,1.4995,1.478,1.482,2721
1993.08.26,00:00,1.4815,1.5163,1.4805,1.509,4411
1993.08.27,00:00,1.509,1.5155,1.4959,1.503,3321
1993.08.30,00:00,1.5038,1.5045,1.4865,1.4937,2591
1993.08.31,00:00,1.492,1.5015,1.4847,1.4912,3281
1993.09.01,00:00,1.4905,1.509,1.4855,1.5035,3401
1993.09.02,00:00,1.5015,1.5082,1.4925,1.5037,2921
1993.09.03,00:00,1.5022,1.5323,1.4985,1.53,3981
1993.09.06,00:00,1.529,1.538,1.5255,1.5268,2281
1993.09.07,00:00,1.5263,1.5465,1.5238,1.5388,3291
1993.09.08,00:00,1.5378,1.546,1.531,1.5418,2601
1993.09.09,00:00,1.542,1.558,1.5365,1.5488,3621
1993.09.10,00:00,1.5485,1.5575,1.5421,1.5525,2681
1993.09.13,00:00,1.5485,1.558,1.5405,1.545,3151
1993.09.14,00:00,1.5455,1.55,1.5369,1.5445,2521
1993.09.15,00:00,1.542,1.557,1.537,1.5485,3351
1993.09.16,00:00,1.5485,1.552,1.5275,1.531,3151
1993.09.17,00:00,1.531,1.538,1.524,1.532,2701
1993.09.20,00:00,1.53,1.536,1.5255,1.5338,1721
1993.09.21,00:00,1.5328,1.5435,1.5005,1.5165,6971
1993.09.22,00:00,1.5155,1.5235,1.51,1.5175,2501
1993.09.23,00:00,1.517,1.5205,1.502,1.5055,2551
1993.09.24,00:00,1.5052,1.5105,1.4915,1.508,3521
1993.09.27,00:00,1.5145,1.5175,1.5095,1.5127,1421
1993.09.28,00:00,1.512,1.5195,1.5034,1.513,3121
1993.09.29,00:00,1.513,1.5167,1.5089,1.5135,1511
1993.09.30,00:00,1.5095,1.5135,1.494,1.495,2451
1993.10.01,00:00,1.495,1.5095,1.4885,1.504,3301
1993.10.04,00:00,1.495,1.5215,1.4933,1.5155,3591
1993.10.05,00:00,1.5145,1.526,1.5108,1.5175,2741
1993.10.06,00:00,1.5161,1.5305,1.5135,1.5245,2561
1993.10.07,00:00,1.5246,1.5285,1.5195,1.5225,1591
1993.10.08,00:00,1.522,1.539,1.52,1.534,2601
1993.10.11,00:00,1.533,1.5395,1.528,1.5312,2121
1993.10.12,00:00,1.5305,1.5372,1.5255,1.532,2191
1993.10.13,00:00,1.5315,1.5345,1.5189,1.5219,2161
1993.10.14,00:00,1.5214,1.5325,1.5114,1.5155,3631
1993.10.15,00:00,1.5145,1.519,1.508,1.5105,1801
1993.10.18,00:00,1.5075,1.509,1.4835,1.4855,2901
1993.10.19,00:00,1.487,1.4955,1.4825,1.4882,2481
1993.10.20,00:00,1.4875,1.4985,1.4843,1.4938,2211
1993.10.21,00:00,1.494,1.4994,1.482,1.484,2481
1993.10.22,00:00,1.4835,1.489,1.47,1.472,2651
1993.10.25,00:00,1.4785,1.492,1.476,1.4787,3181
1993.10.26,00:00,1.478,1.486,1.4725,1.4803,2471
1993.10.27,00:00,1.48,1.486,1.4765,1.4811,1791
1993.10.28,00:00,1.4803,1.498,1.4725,1.489,4231
1993.10.29,00:00,1.4888,1.492,1.478,1.478,1721
1993.11.01,00:00,1.4825,1.487,1.4772,1.4812,1831
1993.11.02,00:00,1.4805,1.4865,1.4705,1.4736,2511
1993.11.03,00:00,1.4729,1.486,1.4705,1.4835,2041
1993.11.04,00:00,1.4835,1.4875,1.477,1.4814,1891
1993.11.05,00:00,1.4805,1.4883,1.474,1.482,2711
1993.11.08,00:00,1.485,1.4875,1.4789,1.4807,1291
1993.11.09,00:00,1.4805,1.485,1.4635,1.4698,3231
1993.11.10,00:00,1.4688,1.4805,1.465,1.479,2081
1993.11.11,00:00,1.4805,1.482,1.4745,1.4756,1011
1993.11.12,00:00,1.4756,1.4981,1.4722,1.492,3541
1993.11.15,00:00,1.4918,1.4965,1.4855,1.4872,1741
1993.11.16,00:00,1.4868,1.491,1.475,1.4807,2591
1993.11.17,00:00,1.4798,1.4845,1.4735,1.479,2121
1993.11.18,00:00,1.4778,1.482,1.4725,1.477,1821
1993.11.19,00:00,1.476,1.48,1.469,1.4735,1951
1993.11.22,00:00,1.473,1.4785,1.4693,1.4755,1591
1993.11.23,00:00,1.4745,1.49,1.471,1.486,2651
1993.11.24,00:00,1.4855,1.4955,1.485,1.4875,1901
1993.11.25,00:00,1.4875,1.49,1.484,1.489,1051
1993.11.26,00:00,1.4879,1.49,1.4738,1.4785,2301
1993.11.29,00:00,1.4815,1.491,1.4774,1.4891,1961
1993.11.30,00:00,1.4884,1.4912,1.4779,1.4863,2451
1993.12.01,00:00,1.4856,1.487,1.4755,1.4785,1591
1993.12.02,00:00,1.4775,1.4865,1.4765,1.4835,1401
1993.12.03,00:00,1.4845,1.4963,1.4805,1.49,2611
1993.12.06,00:00,1.4927,1.506,1.491,1.5034,1931
1993.12.07,00:00,1.5034,1.5045,1.4902,1.493,1821
1993.12.08,00:00,1.4925,1.5005,1.486,1.4928,2871
1993.12.09,00:00,1.4931,1.4975,1.49,1.4947,1341
1993.12.10,00:00,1.494,1.5015,1.4918,1.495,1841
1993.12.13,00:00,1.4935,1.498,1.4885,1.4905,1601
1993.12.14,00:00,1.4895,1.493,1.484,1.4885,1701
1993.12.15,00:00,1.488,1.4902,1.476,1.478,1841
1993.12.16,00:00,1.478,1.49,1.478,1.4874,1461
1993.12.17,00:00,1.4867,1.493,1.485,1.4874,1531
1993.12.20,00:00,1.4875,1.49,1.4833,1.4858,1171
1993.12.21,00:00,1.4865,1.4915,1.486,1.4887,881
1993.12.22,00:00,1.488,1.4985,1.4867,1.4967,1491
1993.12.23,00:00,1.496,1.51,1.493,1.504,2601
1993.12.24,00:00,1.503,1.5063,1.498,1.503,1661
1993.12.27,00:00,1.502,1.508,1.4974,1.5046,1861
1993.12.28,00:00,1.504,1.5115,1.5012,1.5072,1741
1993.12.29,00:00,1.5062,1.508,1.472,1.479,4481
1993.12.30,00:00,1.478,1.4868,1.4737,1.4767,2491
1993.12.31,00:00,1.4757,1.4836,1.475,1.4765,1641
1994.01.03,00:00,1.478,1.485,1.4744,1.4752,1841
1994.01.04,00:00,1.4754,1.4877,1.474,1.4858,1701
1994.01.05,00:00,1.4858,1.4906,1.481,1.486,1901
1994.01.06,00:00,1.4864,1.4902,1.479,1.4812,1721
1994.01.07,00:00,1.481,1.496,1.48,1.493,2001
1994.01.10,00:00,1.492,1.4985,1.4905,1.4935,1451
1994.01.11,00:00,1.4926,1.496,1.4867,1.4905,1651
1994.01.12,00:00,1.4895,1.5065,1.4895,1.503,2051
1994.01.13,00:00,1.5035,1.507,1.4923,1.4963,2221
1994.01.14,00:00,1.4953,1.4991,1.4872,1.4928,2131
1994.01.17,00:00,1.4882,1.495,1.487,1.4945,971
1994.01.18,00:00,1.4935,1.4992,1.4925,1.4957,1121
1994.01.19,00:00,1.4943,1.5022,1.489,1.4927,2481
1994.01.20,00:00,1.4917,1.5025,1.4875,1.497,2471
1994.01.21,00:00,1.4965,1.504,1.4905,1.4923,2281
1994.01.24,00:00,1.491,1.497,1.4895,1.4938,1221
1994.01.25,00:00,1.4935,1.4965,1.4915,1.4957,781
1994.01.26,00:00,1.495,1.498,1.4911,1.4952,1361
1994.01.27,00:00,1.4945,1.512,1.4909,1.508,2871
1994.01.28,00:00,1.507,1.5096,1.494,1.4954,1961
1994.01.31,00:00,1.493,1.5083,1.493,1.5074,1621
1994.02.01,00:00,1.5064,1.5097,1.4975,1.5013,1931
1994.02.02,00:00,1.5006,1.502,1.4924,1.4943,1291
1994.02.03,00:00,1.4937,1.5013,1.4825,1.4867,3061
1994.02.04,00:00,1.486,1.4997,1.472,1.4769,4631
1994.02.07,00:00,1.474,1.485,1.474,1.4843,1171
1994.02.08,00:00,1.4834,1.4885,1.4648,1.4672,3121
1994.02.09,00:00,1.4667,1.472,1.457,1.4605,2381
1994.02.10,00:00,1.4605,1.465,1.454,1.4633,1921
1994.02.11,00:00,1.4626,1.469,1.458,1.4625,2191
1994.02.14,00:00,1.464,1.494,1.4625,1.4846,4241
1994.02.15,00:00,1.4848,1.4865,1.4692,1.4736,2341
1994.02.16,00:00,1.4722,1.483,1.4698,1.4764,2221
1994.02.17,00:00,1.476,1.4814,1.472,1.4802,1461
1994.02.18,00:00,1.4796,1.4852,1.4758,1.482,1641
1994.02.21,00:00,1.48,1.483,1.4725,1.4747,1571
1994.02.22,00:00,1.4743,1.4815,1.4733,1.4795,1121
1994.02.23,00:00,1.479,1.482,1.4733,1.4791,1731
1994.02.24,00:00,1.4785,1.4895,1.4717,1.4847,2941
1994.02.25,00:00,1.484,1.4943,1.478,1.4886,2801
1994.02.28,00:00,1.4885,1.4905,1.4825,1.4858,1331
1994.03.01,00:00,1.4847,1.494,1.4826,1.4891,1841
1994.03.02,00:00,1.4875,1.5005,1.4844,1.4967,2301
1994.03.03,00:00,1.4965,1.4997,1.4905,1.4964,1831
1994.03.04,00:00,1.4955,1.4965,1.487,1.4901,1361
1994.03.07,00:00,1.489,1.4933,1.4855,1.4901,1451
1994.03.08,00:00,1.4893,1.4913,1.485,1.4895,1241
1994.03.09,00:00,1.4887,1.498,1.487,1.4976,1311
1994.03.10,00:00,1.4968,1.506,1.496,1.5032,1361
1994.03.11,00:00,1.503,1.5052,1.495,1.5001,1751
1994.03.14,00:00,1.5003,1.5011,1.4926,1.4967,1341
1994.03.15,00:00,1.4958,1.4975,1.4886,1.4907,1271
1994.03.16,00:00,1.4902,1.496,1.4845,1.4943,1891
1994.03.17,00:00,1.4933,1.5005,1.4912,1.4936,1831
1994.03.18,00:00,1.493,1.496,1.4854,1.4911,1931
1994.03.21,00:00,1.489,1.4896,1.4804,1.4896,1781
1994.03.22,00:00,1.491,1.4944,1.4829,1.4894,2141
1994.03.23,00:00,1.4885,1.499,1.4855,1.4972,1831
1994.03.24,00:00,1.4965,1.5,1.4903,1.4965,1941
1994.03.25,00:00,1.4935,1.504,1.4935,1.4971,1741
1994.03.28,00:00,1.499,1.5,1.494,1.4965,951
1994.03.29,00:00,1.4955,1.501,1.4815,1.4839,2741
1994.03.30,00:00,1.4823,1.4875,1.4734,1.4805,2641
1994.03.31,00:00,1.48,1.4936,1.48,1.484,2321
1994.04.01,00:00,1.4835,1.489,1.471,1.4737,2621
1994.04.04,00:00,1.4695,1.476,1.464,1.4662,2071
1994.04.05,00:00,1.4656,1.471,1.4607,1.4641,1911
1994.04.06,00:00,1.4628,1.473,1.4625,1.4681,1571
1994.04.07,00:00,1.4673,1.474,1.4655,1.4731,1121
1994.04.08,00:00,1.473,1.4788,1.472,1.4761,1051
1994.04.11,00:00,1.477,1.4795,1.4675,1.4702,1721
1994.04.12,00:00,1.4707,1.4775,1.466,1.4772,1651
1994.04.13,00:00,1.4758,1.4805,1.4727,1.4765,1491
1994.04.14,00:00,1.476,1.4794,1.4723,1.4773,1291
1994.04.15,00:00,1.4763,1.477,1.47,1.4716,931
1994.04.18,00:00,1.4708,1.4785,1.4676,1.4766,1601
1994.04.19,00:00,1.4758,1.484,1.4744,1.4816,1341
1994.04.20,00:00,1.4807,1.4955,1.477,1.4921,2561
1994.04.21,00:00,1.4923,1.499,1.4891,1.4922,1971
1994.04.22,00:00,1.4919,1.4935,1.4845,1.4886,1471
1994.04.25,00:00,1.4885,1.4952,1.4885,1.4917,1021
1994.04.26,00:00,1.491,1.5085,1.488,1.505,2701
1994.04.27,00:00,1.5055,1.5115,1.5035,1.5052,1571
1994.04.28,00:00,1.5046,1.5155,1.5008,1.5136,2041
1994.04.29,00:00,1.5143,1.526,1.5074,1.52,3151
1994.05.02,00:00,1.516,1.521,1.5123,1.5162,1721
1994.05.03,00:00,1.5151,1.516,1.5054,1.5136,1971
1994.05.04,00:00,1.5122,1.5147,1.4965,1.5021,2631
1994.05.05,00:00,1.5004,1.502,1.4932,1.4992,1641
1994.05.06,00:00,1.4986,1.4993,1.489,1.4936,1561
1994.05.09,00:00,1.4906,1.499,1.4878,1.498,1501
1994.05.10,00:00,1.4973,1.4994,1.4855,1.4888,1931
1994.05.11,00:00,1.4882,1.4963,1.485,1.4947,1611
1994.05.12,00:00,1.4938,1.5035,1.4925,1.4994,1641
1994.05.13,00:00,1.4985,1.5015,1.4954,1.4991,1161
1994.05.16,00:00,1.4976,1.5055,1.4953,1.5026,1541
1994.05.17,00:00,1.503,1.5088,1.5008,1.5027,1571
1994.05.18,00:00,1.5005,1.5115,1.4985,1.5082,1831
1994.05.19,00:00,1.5081,1.511,1.505,1.508,1191
1994.05.20,00:00,1.507,1.5152,1.503,1.5065,2391
1994.05.23,00:00,1.505,1.5116,1.5023,1.5075,1611
1994.05.24,00:00,1.5063,1.51,1.503,1.506,1371
1994.05.25,00:00,1.5051,1.5132,1.5033,1.5097,1521
1994.05.26,00:00,1.5089,1.5125,1.507,1.51,991
1994.05.27,00:00,1.5097,1.5115,1.5047,1.5108,1251
1994.05.30,00:00,1.5102,1.511,1.506,1.5098,961
1994.05.31,00:00,1.5095,1.5134,1.5065,1.5115,1181
1994.06.01,00:00,1.5109,1.5208,1.5095,1.5165,1701
1994.06.02,00:00,1.5163,1.5202,1.507,1.511,2111
1994.06.03,00:00,1.5098,1.511,1.5015,1.5055,1471
1994.06.06,00:00,1.504,1.5103,1.502,1.5077,1291
1994.06.07,00:00,1.507,1.512,1.5035,1.51,1401
1994.06.08,00:00,1.5094,1.5132,1.505,1.511,1481
1994.06.09,00:00,1.5107,1.5125,1.5055,1.5105,1381
1994.06.10,00:00,1.509,1.512,1.5035,1.5095,1651
1994.06.13,00:00,1.5085,1.5235,1.507,1.522,1951
1994.06.14,00:00,1.5217,1.526,1.5162,1.519,1691
1994.06.15,00:00,1.5165,1.5233,1.5159,1.5215,981
1994.06.16,00:00,1.5208,1.5255,1.5185,1.5202,1341
1994.06.17,00:00,1.5202,1.538,1.5155,1.5355,2971
1994.06.20,00:00,1.5342,1.5424,1.5293,1.538,2241
1994.06.21,00:00,1.5374,1.5475,1.5342,1.5415,2251
1994.06.22,00:00,1.5417,1.543,1.527,1.5308,2111
1994.06.23,00:00,1.529,1.543,1.5275,1.5385,2151
1994.06.24,00:00,1.5378,1.5569,1.533,1.553,3261
1994.06.27,00:00,1.5537,1.5595,1.5425,1.5451,2541
1994.06.28,00:00,1.5442,1.555,1.541,1.5526,1961
1994.06.29,00:00,1.5518,1.5574,1.544,1.5459,2091
1994.06.30,00:00,1.545,1.5513,1.5335,1.5448,3541
1994.07.01,00:00,1.5432,1.5455,1.5296,1.538,2661
1994.07.04,00:00,1.5348,1.5429,1.5322,1.5384,1781
1994.07.05,00:00,1.5382,1.545,1.5355,1.5437,1351
1994.07.06,00:00,1.544,1.5533,1.5398,1.545,2601
1994.07.07,00:00,1.5438,1.546,1.534,1.5412,2141
1994.07.08,00:00,1.5398,1.5531,1.5366,1.55,2281
1994.07.11,00:00,1.555,1.576,1.553,1.5732,2781
1994.07.12,00:00,1.5727,1.577,1.5665,1.569,1731
1994.07.13,00:00,1.5678,1.5745,1.563,1.564,1921
1994.07.14,00:00,1.5629,1.5699,1.555,1.5592,2611
1994.07.15,00:00,1.56,1.5627,1.5549,1.562,1361
1994.07.18,00:00,1.5616,1.5665,1.5595,1.5616,1401
1994.07.19,00:00,1.5607,1.5648,1.546,1.5484,2531
1994.07.20,00:00,1.5482,1.5525,1.5399,1.547,2401
1994.07.21,00:00,1.543,1.5522,1.52,1.5251,4651
1994.07.22,00:00,1.5238,1.535,1.521,1.5275,2431
1994.07.25,00:00,1.5307,1.538,1.529,1.5308,1791
1994.07.26,00:00,1.5305,1.5336,1.5205,1.5247,2041
1994.07.27,00:00,1.5244,1.535,1.523,1.5325,1591
1994.07.28,00:00,1.532,1.5387,1.5245,1.5277,2411
1994.07.29,00:00,1.5282,1.5453,1.524,1.544,2681
1994.08.01,00:00,1.5525,1.5535,1.5343,1.5362,2211
1994.08.02,00:00,1.536,1.5432,1.5345,1.5357,1711
1994.08.03,00:00,1.5345,1.5435,1.5339,1.543,1071
1994.08.04,00:00,1.541,1.544,1.533,1.536,1701
1994.08.05,00:00,1.536,1.547,1.533,1.542,2201
1994.08.08,00:00,1.5438,1.548,1.5374,1.541,1841
1994.08.09,00:00,1.54,1.5415,1.5335,1.5394,1541
1994.08.10,00:00,1.539,1.5418,1.535,1.5378,1241
1994.08.11,00:00,1.536,1.5546,1.5296,1.5465,3951
1994.08.12,00:00,1.5465,1.5534,1.543,1.548,1931
1994.08.15,00:00,1.5449,1.549,1.5401,1.5424,1531
1994.08.16,00:00,1.5415,1.55,1.5262,1.5399,4601
1994.08.17,00:00,1.5389,1.5448,1.5345,1.5435,1601
1994.08.18,00:00,1.5425,1.5524,1.5378,1.5479,2381
1994.08.19,00:00,1.5478,1.5543,1.5439,1.5477,2071
1994.08.22,00:00,1.549,1.5587,1.5447,1.557,2001
1994.08.23,00:00,1.5563,1.5588,1.5475,1.5562,2251
1994.08.24,00:00,1.5553,1.5595,1.5499,1.553,1691
1994.08.25,00:00,1.5521,1.5592,1.5457,1.5567,2241
1994.08.26,00:00,1.5547,1.5625,1.523,1.5305,5481
1994.08.29,00:00,1.5277,1.541,1.5204,1.5361,3281
1994.08.30,00:00,1.5349,1.5396,1.5292,1.534,1991
1994.08.31,00:00,1.5337,1.5407,1.531,1.5352,1791
1994.09.01,00:00,1.5343,1.5498,1.5315,1.5467,2421
1994.09.02,00:00,1.5449,1.5526,1.5363,1.5526,2491
1994.09.05,00:00,1.5465,1.5535,1.5436,1.5462,1951
1994.09.06,00:00,1.5448,1.557,1.5421,1.5517,2291
1994.09.07,00:00,1.5504,1.555,1.5412,1.545,2221
1994.09.08,00:00,1.544,1.5497,1.5402,1.5445,1851
1994.09.09,00:00,1.5437,1.5559,1.5385,1.5538,2471
1994.09.12,00:00,1.5516,1.5741,1.5495,1.5699,3091
1994.09.13,00:00,1.5686,1.5733,1.5579,1.565,2721
1994.09.14,00:00,1.5636,1.5713,1.5621,1.5666,1541
1994.09.15,00:00,1.5655,1.5675,1.5599,1.5624,1211
1994.09.16,00:00,1.5613,1.5902,1.5607,1.5792,4111
1994.09.19,00:00,1.5779,1.5837,1.5634,1.5689,3161
1994.09.20,00:00,1.5679,1.5796,1.5622,1.5751,2761
1994.09.21,00:00,1.5733,1.581,1.5724,1.579,1151
1994.09.22,00:00,1.5778,1.5801,1.5723,1.5753,1311
1994.09.23,00:00,1.5743,1.5842,1.5722,1.5787,1961
1994.09.26,00:00,1.5766,1.5792,1.5685,1.5735,1831
1994.09.27,00:00,1.5723,1.5869,1.57,1.5815,2461
1994.09.28,00:00,1.5805,1.5839,1.5712,1.5751,2001
1994.09.29,00:00,1.5739,1.5835,1.5732,1.5779,1661
1994.09.30,00:00,1.5768,1.584,1.5715,1.5777,2411
1994.10.03,00:00,1.5766,1.5853,1.5729,1.5791,2231
1994.10.04,00:00,1.5782,1.584,1.5764,1.5828,1061
1994.10.05,00:00,1.5809,1.5901,1.578,1.5839,2121
1994.10.06,00:00,1.5835,1.5937,1.5816,1.592,1571
1994.10.07,00:00,1.5908,1.597,1.5831,1.5863,2331
1994.10.10,00:00,1.585,1.5899,1.5815,1.5852,1661
1994.10.11,00:00,1.5836,1.5868,1.5758,1.5807,1911
1994.10.12,00:00,1.5797,1.5847,1.5777,1.5831,1061
1994.10.13,00:00,1.5816,1.5938,1.5776,1.5938,2021
1994.10.14,00:00,1.5905,1.5978,1.5868,1.5967,1581
1994.10.17,00:00,1.591,1.6155,1.591,1.6086,3141
1994.10.18,00:00,1.6079,1.6175,1.6047,1.6138,1971
1994.10.19,00:00,1.6128,1.6247,1.6099,1.6247,1771
1994.10.20,00:00,1.6229,1.634,1.6165,1.631,2691
1994.10.21,00:00,1.6296,1.6359,1.622,1.6265,2471
1994.10.24,00:00,1.6271,1.6351,1.6246,1.6336,1451
1994.10.25,00:00,1.6335,1.642,1.6317,1.6354,1871
1994.10.26,00:00,1.6335,1.6408,1.6293,1.6387,1781
1994.10.27,00:00,1.6365,1.6414,1.6339,1.6357,1421
1994.10.28,00:00,1.6348,1.6404,1.6155,1.6231,3811
1994.10.31,00:00,1.6185,1.6399,1.6185,1.6365,2481
1994.11.01,00:00,1.6355,1.6406,1.6285,1.6355,2421
1994.11.02,00:00,1.6345,1.645,1.6152,1.623,4811
1994.11.03,00:00,1.62,1.6275,1.6105,1.6171,3111
1994.11.04,00:00,1.6169,1.6216,1.6047,1.6162,3311
1994.11.07,00:00,1.6164,1.619,1.6115,1.6152,1381
1994.11.08,00:00,1.6148,1.6247,1.6123,1.6202,1941
1994.11.09,00:00,1.6198,1.6245,1.6004,1.6055,3391
1994.11.10,00:00,1.6055,1.6097,1.5935,1.6014,2831
1994.11.11,00:00,1.601,1.6045,1.5948,1.5981,1651
1994.11.14,00:00,1.5952,1.597,1.5833,1.5867,1891
1994.11.15,00:00,1.5861,1.5915,1.568,1.5712,3211
1994.11.16,00:00,1.571,1.5765,1.5631,1.5734,2441
1994.11.17,00:00,1.5738,1.579,1.5694,1.5698,1521
1994.11.18,00:00,1.5686,1.5735,1.5631,1.5667,1891
1994.11.21,00:00,1.5654,1.5711,1.5635,1.5685,1211
1994.11.22,00:00,1.569,1.5732,1.5655,1.5701,1431
1994.11.23,00:00,1.57,1.5766,1.5675,1.571,1721
1994.11.24,00:00,1.57,1.5708,1.5595,1.5608,1341
1994.11.25,00:00,1.5607,1.566,1.5603,1.5631,901
1994.11.28,00:00,1.5615,1.5658,1.5585,1.5641,1201
1994.11.29,00:00,1.563,1.5705,1.5603,1.564,1941
1994.11.30,00:00,1.5631,1.5705,1.5595,1.5662,1891
1994.12.01,00:00,1.5654,1.573,1.5633,1.5669,1791
1994.12.02,00:00,1.5663,1.5685,1.5568,1.5597,1681
1994.12.05,00:00,1.56,1.562,1.554,1.5578,1381
1994.12.06,00:00,1.5574,1.5666,1.556,1.5625,1611
1994.12.07,00:00,1.557,1.5706,1.557,1.5665,1771
1994.12.08,00:00,1.5659,1.5694,1.5598,1.5631,1641
1994.12.09,00:00,1.5625,1.5642,1.5558,1.5605,1481
1994.12.12,00:00,1.56,1.567,1.5569,1.5653,1491
1994.12.13,00:00,1.565,1.5665,1.5573,1.5578,1121
1994.12.14,00:00,1.558,1.5642,1.5561,1.5635,1071
1994.12.15,00:00,1.5628,1.565,1.5577,1.5629,1451
1994.12.16,00:00,1.5623,1.5653,1.5589,1.5612,1171
1994.12.19,00:00,1.5595,1.563,1.5568,1.5608,1111
1994.12.20,00:00,1.56,1.5626,1.5578,1.5612,841
1994.12.21,00:00,1.5598,1.5618,1.54,1.5428,2661
1994.12.22,00:00,1.5422,1.5515,1.539,1.5454,2181
1994.12.23,00:00,1.5462,1.5498,1.543,1.547,1281
1994.12.26,00:00,1.545,1.547,1.5412,1.5447,1131
1994.12.27,00:00,1.543,1.547,1.5395,1.545,1301
1994.12.28,00:00,1.547,1.577,1.541,1.5702,4881
1994.12.29,00:00,1.5699,1.572,1.5505,1.5585,3161
